run_cell	gridcel	lat	lon	avg_t	annual_p	july_temp
1	322091	46.71875	-120.34375	7.8055	241.759	19.3023
1	322092	46.71875	-120.28125	7.8055	241.759	18.798
1	322093	46.71875	-120.21875	7.5784	278.301	18.5193
1	323013	46.78125	-120.71875	6.502	480.534	18.0431
1	323014	46.78125	-120.65625	6.502	480.534	19.576
1	323015	46.78125	-120.59375	7.0785	435.596	19.5678
1	323016	46.78125	-120.53125	7.0785	435.596	19.361
1	323939	46.84375	-120.84375	5.3616	783.095	16.608
1	323940	46.84375	-120.78125	5.3616	783.095	17.8047
1	323941	46.84375	-120.71875	6.502	480.534	18.3593
1	323942	46.84375	-120.65625	6.502	480.534	17.8946
1	324866	46.90625	-120.90625	3.2302	1066.58	16.3981
1	324867	46.90625	-120.84375	5.1846	744.36	16.7967
1	324868	46.90625	-120.78125	5.1846	744.36	17.3659
1	324869	46.90625	-120.71875	6.0059	592.52	17.3008
1	324870	46.90625	-120.65625	6.0059	592.52	17.7044
