YEAR	PERIOD	GCM	RCP	PREC	Tavg	CO2	Proration	Corn	SpringWheat	WinterWheat	Alfalfa	1101	Apple	1403	1409	Potatoes	GrapeJuice	Grape
2031	2030-2060	HadGEM2-ES365	RCP_4.5	646.956355	8.803797485	437.58886	0.99306011	8.784019487	3.2190675	7.700737632	14.54146153	26.37243125	7.176967159	5.231707317	10.55754583	10.934593	4.838601143	3.736111111
2032	2030-2060	HadGEM2-ES365	RCP_4.5	609.6433824	9.422770096	440.13137	1	8.812844615	3.226625	7.709871316	18.77689639	31.43638042	7.758617727	5.231707317	11.29512167	12.815068	5.395457714	3.75
2033	2030-2060	HadGEM2-ES365	RCP_4.5	519.5741071	10.44935029	442.66419	0.69874317	8.812844615	3.226625	7.709871316	18.77689639	31.43638042	7.758617727	5.231707317	11.29512167	12.815068	5.395457714	3.75
2034	2030-2060	HadGEM2-ES365	RCP_4.5	477.4466912	10.73517345	445.20699	0.39961749	8.822308718	3.230384167	7.714161053	22.60901681	34.22554792	7.807887841	5.231707317	11.31318125	13.432527	5.438022857	3.736132593
2035	2030-2060	HadGEM2-ES365	RCP_4.5	762.7155987	11.06047387	447.76978	0.0536612	8.756429487	3.215289167	7.692253684	12.87880514	24.27743083	6.695688636	5.229910488	9.58705375	9.750818	4.874607143	3.736111111
2036	2030-2060	HadGEM2-ES365	RCP_4.5	614.0566702	10.35238244	450.35539	0.05	8.80171359	3.222849167	7.705412895	17.47604792	28.32857583	7.586364318	5.231707317	11.08494542	11.986642	5.185880857	3.75
2037	2030-2060	HadGEM2-ES365	RCP_4.5	727.9451681	9.503520749	452.96337	0.66748634	8.840118205	3.23789125	7.722897895	24.53260264	37.00849958	7.825416932	5.231707317	11.335605	13.675259	5.328335714	3.511036667
2038	2030-2060	HadGEM2-ES365	RCP_4.5	587.1701155	9.571103143	455.58649	0.7	8.831281538	3.23413625	7.718611316	24.29478458	36.95584208	7.820460795	5.231707317	11.32441375	13.601656	5.359853143	3.51367
2039	2030-2060	HadGEM2-ES365	RCP_4.5	725.1201681	9.717166801	458.2152	0.7657377	8.702163077	3.211512083	7.681215	11.83671181	21.38288833	6.073225568	5.209805854	8.530840833	8.602497	4.682938857	3.694444444
2040	2030-2060	HadGEM2-ES365	RCP_4.5	580.8144433	9.534712856	460.84499	0.69071038	8.047298205	3.193032083	7.519444737	21.35315014	29.71458583	7.791900682	5.231707317	11.48250667	11.434327	5.34356	3.75
2041	2030-2060	HadGEM2-ES365	RCP_4.5	533.4842437	9.30841942	463.47549	0.61114754	7.994951538	3.186084583	7.507794211	16.4838825	26.03875	6.932918864	5.224917561	9.997484583	9.249695	4.981501714	3.75
2042	2030-2060	HadGEM2-ES365	RCP_4.5	847.6792542	9.339123201	466.09336	0.85398907	8.088315641	3.209418333	7.536072368	28.21163875	37.79617792	7.922405568	5.231707317	11.70025833	13.199218	5.351808571	3.476273704
2043	2030-2060	HadGEM2-ES365	RCP_4.5	814.3580882	9.317800219	468.67807	0.12508197	8.047298205	3.193032083	7.519444737	21.35315014	29.71458583	7.791900682	5.231707317	11.48250667	11.434327	5.34356	3.75
2044	2030-2060	HadGEM2-ES365	RCP_4.5	757.1925945	10.13217199	471.23389	1	7.935927692	3.18193375	7.500457632	15.31670264	23.63217083	6.275874773	5.155519024	8.819107083	8.169511	4.887142857	3.736111111
2045	2030-2060	HadGEM2-ES365	RCP_4.5	695.293855	11.12533435	473.78031	0.69857923	8.079220513	3.206575	7.532038684	27.99347347	37.74009583	7.921431591	5.231707317	11.69527333	13.130256	5.361933714	3.47841
2046	2030-2060	HadGEM2-ES365	RCP_4.5	690.2190651	11.08751168	476.32819	0.7	8.088315641	3.209418333	7.536072368	28.21163875	37.79617792	7.922405568	5.231707317	11.70025833	13.199218	5.351808571	3.476273704
2047	2030-2060	HadGEM2-ES365	RCP_4.5	557.2139181	10.76730154	478.88085	0.7	8.059948718	3.197150417	7.523495789	22.89258389	32.20596375	7.891784091	5.231707317	11.65737375	12.275322	5.405315714	3.75
2048	2030-2060	HadGEM2-ES365	RCP_4.5	660.1202206	11.18535086	481.43826	0.76387978	8.079220513	3.206575	7.532038684	27.99347347	37.74009583	7.921431591	5.231707317	11.69527333	13.130256	5.361933714	3.47841
2049	2030-2060	HadGEM2-ES365	RCP_4.5	789.0710084	10.73342777	483.99308	0.69972678	8.088315641	3.209418333	7.536072368	28.21163875	37.79617792	7.922405568	5.231707317	11.70025833	13.199218	5.351808571	3.476273704
2050	2030-2060	HadGEM2-ES365	RCP_4.5	796.6609244	11.06350083	486.53532	0.44677596	8.051543333	3.27020125	7.514698421	28.41237389	37.75747875	7.934000795	5.231707317	11.70294167	12.913518	5.228212	3.541275185
2051	2030-2060	HadGEM2-ES365	RCP_4.5	1140.22584	10.68745879	489.06035	0.7	8.051543333	3.27020125	7.514698421	28.41237389	37.75747875	7.934000795	5.231707317	11.70294167	12.913518	5.228212	3.541275185
2052	2030-2060	HadGEM2-ES365	RCP_4.5	570.9923845	9.616287281	491.53558	0.71404372	8.060291538	3.274112083	7.519975526	28.66970931	37.79698458	7.935140114	5.231707317	11.70733917	12.993261	5.213645429	3.531055185
2053	2030-2060	HadGEM2-ES365	RCP_4.5	696.1222164	10.6130377	493.93186	1	8.051543333	3.27020125	7.514698421	28.41237389	37.75747875	7.934000795	5.231707317	11.70294167	12.913518	5.228212	3.541275185
2054	2030-2060	HadGEM2-ES365	RCP_4.5	596.6546744	11.06258683	496.24365	0.78530055	7.977855897	3.25069625	7.489897895	15.22297861	25.39446833	7.047061591	5.222791707	10.50288625	9.157663	4.934468857	3.722222222
2055	2030-2060	HadGEM2-ES365	RCP_4.5	763.7635504	10.92607638	498.47436	0.55196721	7.276099744	3.235322083	7.202979211	11.65109569	20.1505775	4.07170875	3.830644634	6.025102917	5.517142	4.242857143	3.361111111
2056	2030-2060	HadGEM2-ES365	RCP_4.5	621.3750525	10.27338364	500.64502	0.61907104	7.917378462	3.246809583	7.480504211	14.08484306	23.02799	6.473479432	5.14001439	9.387490833	8.08514	4.771315143	3.694444444
2057	2030-2060	HadGEM2-ES365	RCP_4.5	590.9980567	10.48941922	502.76788	0.7015847	7.977855897	3.25069625	7.489897895	15.22297861	25.39446833	7.047061591	5.222791707	10.50288625	9.157663	4.934468857	3.722222222
2058	2030-2060	HadGEM2-ES365	RCP_4.5	778.8459559	11.48829084	504.84729	0.76092896	7.977855897	3.25069625	7.489897895	15.22297861	25.39446833	7.047061591	5.222791707	10.50288625	9.157663	4.934468857	3.722222222
2059	2030-2060	HadGEM2-ES365	RCP_4.5	675.7823529	12.55578215	506.88408	0.41939891	8.021427949	3.25848375	7.503538947	20.45310583	29.85084375	7.768644545	5.231707317	11.56216792	11.287714	5.189438286	3.75
2060	2060-2090	HadGEM2-ES365	RCP_4.5	664.241229	12.52725829	508.87135	0.34087432	7.553092564	3.379646667	7.104356053	30.20527472	38.26515042	7.890126818	5.231707317	11.65733167	12.378176	5.271917143	3.484403704
2061	2060-2090	HadGEM2-ES365	RCP_4.5	862.1150735	10.87943695	510.79905	0.69923497	7.516511538	3.361899583	7.090951316	21.15364458	30.62804542	7.737973977	5.231707317	11.45841292	10.699494	5.352871714	3.75
2062	2060-2090	HadGEM2-ES365	RCP_4.5	620.0994748	10.56035303	512.64717	0.95382514	7.47811	3.35484125	7.073824211	16.50239889	26.06436833	7.003657045	5.189122683	10.37938083	8.639622	5.107382857	3.75
2063	2060-2090	HadGEM2-ES365	RCP_4.5	773.6477941	11.11364576	514.40151	0.70142077	7.553092564	3.379646667	7.104356053	30.20527472	38.26515042	7.890126818	5.231707317	11.65733167	12.378176	5.271917143	3.484403704
2064	2060-2090	HadGEM2-ES365	RCP_4.5	577.9954307	11.13186628	516.06461	0.70540984	7.411200769	3.350737083	7.051021842	15.26287014	23.90596625	6.376954659	5.039745854	9.434757917	7.633765	4.950084857	3.736111111
2065	2060-2090	HadGEM2-ES365	RCP_4.5	756.306355	11.67802377	517.62854	0.73704918	7.544732821	3.375584167	7.101023158	29.81643806	38.2224875	7.886845341	5.231707317	11.65356958	12.290704	5.328586286	3.500298519
2066	2060-2090	HadGEM2-ES365	RCP_4.5	738.1945903	10.60526586	519.09606	0.57628415	7.47811	3.35484125	7.073824211	16.50239889	26.06436833	7.003657045	5.189122683	10.37938083	8.639622	5.107382857	3.75
2067	2060-2090	HadGEM2-ES365	RCP_4.5	636.4016807	10.67081987	520.48828	0.45442623	5.172177949	3.26610375	5.358266579	11.70954028	17.57001917	3.091535455	2.491027561	4.34740625	3.394885	3.629711429	2.708333333
2068	2060-2090	HadGEM2-ES365	RCP_4.5	695.9797269	12.31388957	521.81772	0.93010929	6.248486154	3.316675417	5.942900526	12.06128611	19.22759	3.292418409	2.859860732	4.658512083	4.023684	4.022857143	2.916666667
2069	2060-2090	HadGEM2-ES365	RCP_4.5	662.8221113	12.16968295	523.08871	0.69852459	7.544732821	3.375584167	7.101023158	29.81643806	38.2224875	7.886845341	5.231707317	11.65356958	12.290704	5.328586286	3.500298519
2070	2060-2090	HadGEM2-ES365	RCP_4.5	782.1988445	11.69384218	524.30217	0.7	7.605768205	3.165325833	6.348447105	18.45766681	27.11228458	6.898340227	5.222454146	10.15945583	8.806259	5.013100286	3.75
2071	2060-2090	HadGEM2-ES365	RCP_4.5	697.7648634	11.26768214	525.45089	0.05	7.605768205	3.165325833	6.348447105	18.45766681	27.11228458	6.898340227	5.222454146	10.15945583	8.806259	5.013100286	3.75
2072	2060-2090	HadGEM2-ES365	RCP_4.5	729.3528361	11.29758908	526.50901	0.72065574	7.56768359	3.161507917	6.340608158	16.98535347	24.80158833	6.267755568	5.157006098	9.024439583	7.777561	4.979928571	3.736111111
2073	2060-2090	HadGEM2-ES365	RCP_4.5	589.1109244	11.78872833	527.45707	0.7	7.683890513	3.188307083	6.36728	31.53514111	36.63772	7.89130125	5.231707317	11.63648833	12.474598	5.388022286	3.44821
2074	2060-2090	HadGEM2-ES365	RCP_4.5	695.7384979	12.05851404	528.29593	0.7	7.56768359	3.161507917	6.340608158	16.98535347	24.80158833	6.267755568	5.157006098	9.024439583	7.777561	4.979928571	3.736111111
2075	2060-2090	HadGEM2-ES365	RCP_4.5	772.7630252	12.49737231	529.02718	0.14273224	7.647032308	3.173001667	6.355011316	23.09399917	31.36430125	7.688749091	5.231707317	11.40662958	10.87625	5.384093429	3.75
2076	2060-2090	HadGEM2-ES365	RCP_4.5	741.8626576	11.61696328	529.64253	0.69923497	7.605768205	3.165325833	6.348447105	18.45766681	27.11228458	6.898340227	5.222454146	10.15945583	8.806259	5.013100286	3.75
2077	2060-2090	HadGEM2-ES365	RCP_4.5	684.2954307	11.92735936	530.14419	0.30469945	7.667287692	3.180679167	6.361829474	28.23140278	35.95990708	7.879436023	5.231707317	11.62635708	12.23285	5.418727143	3.75
2078	2060-2090	HadGEM2-ES365	RCP_4.5	661.7716387	12.33473751	530.55341	0.7	7.605768205	3.165325833	6.348447105	18.45766681	27.11228458	6.898340227	5.222454146	10.15945583	8.806259	5.013100286	3.75
2079	2060-2090	HadGEM2-ES365	RCP_4.5	1072.257248	12.78889372	530.88313	0.62978142	7.56768359	3.161507917	6.340608158	16.98535347	24.80158833	6.267755568	5.157006098	9.024439583	7.777561	4.979928571	3.736111111
2080	2060-2090	HadGEM2-ES365	RCP_4.5	904.2827206	12.44506917	531.13797	0.05	7.008143846	2.962241667	6.561346579	18.13658278	27.56247583	6.864036818	5.184094878	10.16094917	8.198691	5.233330286	3.75
2081	2060-2090	HadGEM2-ES365	RCP_4.5	586.9268382	11.63246817	531.31935	0.69923497	7.077824103	2.985105833	6.598979737	31.31382875	36.79002375	7.91714625	5.231707317	11.7143875	11.631499	5.318292286	3.482420741
2082	2060-2090	HadGEM2-ES365	RCP_4.5	716.3207458	12.02441165	531.48991	0.71169399	7.062035897	2.976690833	6.593255263	27.22326125	35.81446125	7.911657273	5.231707317	11.70959833	11.390582	5.402453429	3.75
2083	2060-2090	HadGEM2-ES365	RCP_4.5	489.7431197	12.27244267	531.70213	0.7	6.977713846	2.957525833	6.552322895	16.77433542	26.21704542	6.222247614	5.101430976	9.093845833	7.245359	4.95	3.736111111
2084	2060-2090	HadGEM2-ES365	RCP_4.5	611.2653361	12.90763785	531.94208	0.53759563	7.008143846	2.962241667	6.561346579	18.13658278	27.56247583	6.864036818	5.184094878	10.16094917	8.198691	5.233330286	3.75
2085	2060-2090	HadGEM2-ES365	RCP_4.5	572.8029937	12.82929484	532.20472	0.09934426	7.043376667	2.969843333	6.586459211	22.42280667	31.01658792	7.697989432	5.231707317	11.503145	10.076812	5.411078286	3.75
2086	2060-2090	HadGEM2-ES365	RCP_4.5	819.8023109	13.26246644	532.48672	0.05	7.077824103	2.985105833	6.598979737	31.31382875	36.79002375	7.91714625	5.231707317	11.7143875	11.631499	5.318292286	3.482420741
2087	2060-2090	HadGEM2-ES365	RCP_4.5	711.5518908	12.03665802	532.77553	0.49781421	6.977713846	2.957525833	6.552322895	16.77433542	26.21704542	6.222247614	5.101430976	9.093845833	7.245359	4.95	3.736111111
2088	2060-2090	HadGEM2-ES365	RCP_4.5	774.1441176	12.00755783	533.06978	0.35262295	7.008143846	2.962241667	6.561346579	18.13658278	27.56247583	6.864036818	5.184094878	10.16094917	8.198691	5.233330286	3.75
2089	2060-2090	HadGEM2-ES365	RCP_4.5	826.7681197	11.65606101	533.38792	0.40081967	7.008143846	2.962241667	6.561346579	18.13658278	27.56247583	6.864036818	5.184094878	10.16094917	8.198691	5.233330286	3.75
2030	2030-2060	HadGEM2-ES365	RCP_8.5	764.4184874	10.12770629	448.83485	0.70010929	7.754319744	3.505125417	7.563827105	16.71460806	29.81972708	7.606548068	5.22843	11.20990833	9.990282	4.983866857	3.75
2031	2030-2060	HadGEM2-ES365	RCP_8.5	587.89375	9.371001842	452.47359	0.777650273	6.954157179	3.478984583	6.158225789	11.20255875	20.92326417	3.685801591	2.625749756	5.374760417	4.620352	3.96	3.180555556
2032	2030-2060	HadGEM2-ES365	RCP_8.5	725.4365021	9.777999696	456.177	0.669453552	7.732277436	3.500925	7.528189737	15.15445514	27.45983375	7.19311375	5.173827317	10.52897083	8.914846	4.867985429	3.708333333
2033	2030-2060	HadGEM2-ES365	RCP_8.5	573.0629202	11.04394492	459.96398	0.933442623	6.954157179	3.478984583	6.158225789	11.20255875	20.92326417	3.685801591	2.625749756	5.374760417	4.620352	3.96	3.180555556
2034	2030-2060	HadGEM2-ES365	RCP_8.5	685.6269433	10.41356185	463.85181	0.7	7.732277436	3.500925	7.528189737	15.15445514	27.45983375	7.19311375	5.173827317	10.52897083	8.914846	4.867985429	3.708333333
2035	2030-2060	HadGEM2-ES365	RCP_8.5	924.8323004	10.00838048	467.85003	0.356229508	7.805210256	3.525906667	7.591961316	28.75094361	40.37307042	7.940925341	5.231707317	11.74441208	12.728539	5.265196	3.489717778
2036	2030-2060	HadGEM2-ES365	RCP_8.5	774.8478992	9.881807785	471.96047	0.7	7.805210256	3.525906667	7.591961316	28.75094361	40.37307042	7.940925341	5.231707317	11.74441208	12.728539	5.265196	3.489717778
2037	2030-2060	HadGEM2-ES365	RCP_8.5	586.1442752	9.828189421	476.18237	0.884535519	7.805210256	3.525906667	7.591961316	28.75094361	40.37307042	7.940925341	5.231707317	11.74441208	12.728539	5.265196	3.489717778
2038	2030-2060	HadGEM2-ES365	RCP_8.5	788.2768382	10.1354701	480.50799	0.808469945	7.805210256	3.525906667	7.591961316	28.75094361	40.37307042	7.940925341	5.231707317	11.74441208	12.728539	5.265196	3.489717778
2039	2030-2060	HadGEM2-ES365	RCP_8.5	704.308666	10.89487735	484.92724	0.93989071	7.754319744	3.505125417	7.563827105	16.71460806	29.81972708	7.606548068	5.22843	11.20990833	9.990282	4.983866857	3.75
2040	2030-2060	HadGEM2-ES365	RCP_8.5	646.5665966	11.46636006	489.43545	0.376885246	7.251581795	3.11541	7.202555526	30.84633347	38.20926125	7.875816705	5.231707317	11.62629	11.923667	5.333932571	3.569338519
2041	2030-2060	HadGEM2-ES365	RCP_8.5	824.9943803	10.50954064	494.03235	0.698579235	7.259558462	3.11918125	7.205949474	31.25705431	38.218265	7.874953068	5.231707317	11.63141667	12.009056	5.247339143	3.548913704
2042	2030-2060	HadGEM2-ES365	RCP_8.5	699.2790441	10.16739309	498.7297	0.69989071	7.259558462	3.11918125	7.205949474	31.25705431	38.218265	7.874953068	5.231707317	11.63141667	12.009056	5.247339143	3.548913704
2043	2030-2060	HadGEM2-ES365	RCP_8.5	661.4207983	10.04572154	503.52959	0.704863388	7.251581795	3.11541	7.202555526	30.84633347	38.20926125	7.875816705	5.231707317	11.62629	11.923667	5.333932571	3.569338519
2044	2030-2060	HadGEM2-ES365	RCP_8.5	624.4097164	10.16851856	508.43266	1	4.627811282	3.014015417	4.816953158	11.93831194	17.12258	2.897276932	2.303331951	4.152802083	3.168498	3.692388571	2.444444444
2045	2030-2060	HadGEM2-ES365	RCP_8.5	652.0234769	9.961382612	513.45614	0.69852459	7.186440256	3.096525	7.129746053	18.05169639	27.87292292	6.781456364	5.218313659	9.98088	8.368309	5.154297714	3.75
2046	2030-2060	HadGEM2-ES365	RCP_8.5	971.5696429	10.51143919	518.61062	0.699836066	7.243103846	3.111634583	7.197767105	27.05206153	37.33006625	7.866215568	5.231707317	11.62002125	11.751343	5.364048857	3.745144074
2047	2030-2060	HadGEM2-ES365	RCP_8.5	736.7210609	10.70283147	523.90006	0.7	7.251581795	3.11541	7.202555526	30.84633347	38.20926125	7.875816705	5.231707317	11.62629	11.923667	5.333932571	3.569338519
2048	2030-2060	HadGEM2-ES365	RCP_8.5	575.6456408	10.63559845	529.32418	0.698688525	7.243103846	3.111634583	7.197767105	27.05206153	37.33006625	7.866215568	5.231707317	11.62002125	11.751343	5.364048857	3.745144074
2049	2030-2060	HadGEM2-ES365	RCP_8.5	855.0914391	11.08724948	534.8752	0.935191257	7.156338974	3.0928175	6.744117895	16.72569889	25.72336583	6.121404545	5.077877073	8.890876667	7.379107	4.824285714	3.736111111
2050	2030-2060	HadGEM2-ES365	RCP_8.5	607.4935924	11.37786696	540.54279	0.488087432	6.41057	2.927868333	6.808734211	29.53689917	36.1198925	7.839358068	5.231707317	11.64067667	10.616911	5.374196857	3.75
2051	2030-2060	HadGEM2-ES365	RCP_8.5	544.81875	10.60947398	546.32201	0.609289617	6.348321282	2.9079425	6.775016579	17.40931069	27.50676208	6.014077841	5.123799756	8.559931667	6.735532	5.248571429	3.75
2052	2030-2060	HadGEM2-ES365	RCP_8.5	777.4016807	11.11767498	552.21189	0.726939891	6.348321282	2.9079425	6.775016579	17.40931069	27.50676208	6.014077841	5.123799756	8.559931667	6.735532	5.248571429	3.75
2053	2030-2060	HadGEM2-ES365	RCP_8.5	530.4469013	11.82539398	558.2122	0.591857923	6.316863077	2.904012083	6.770081842	16.18662444	26.0003875	5.121026591	4.912220732	7.319600417	5.944507	4.824285714	3.708333333
2054	2030-2060	HadGEM2-ES365	RCP_8.5	682.6402311	12.26794903	564.31311	0.46442623	5.680547179	2.8730875	5.911675526	13.18512833	20.27454833	2.873510114	3.00158878	4.089570417	3.189159	4.305714286	2.694232963
2055	2030-2060	HadGEM2-ES365	RCP_8.5	822.2867647	11.72742664	570.51669	0.134808743	6.189298974	2.896037917	6.537756316	14.29716722	23.5302375	3.436559659	3.775195366	4.988225833	4.647902	4.4	3.319397778
2056	2030-2060	HadGEM2-ES365	RCP_8.5	674.1896534	11.75857487	576.84343	0.28579235	6.367451538	2.911847083	6.791161316	18.82331528	29.38519083	6.724563523	5.219684634	9.839036667	7.599548	5.280134857	3.75
2057	2030-2060	HadGEM2-ES365	RCP_8.5	563.8982668	12.73426856	583.30471	0.539398907	6.348321282	2.9079425	6.775016579	17.40931069	27.50676208	6.014077841	5.123799756	8.559931667	6.735532	5.248571429	3.75
2058	2030-2060	HadGEM2-ES365	RCP_8.5	697.2213235	12.52543922	589.90539	0.705355191	6.061240256	2.890427917	6.375508421	13.49236972	22.46132875	3.131588864	3.432725122	4.50199625	4.091807	4.101428571	2.902777778
2059	2030-2060	HadGEM2-ES365	RCP_8.5	888.452521	12.26713443	596.64656	0.646393443	6.417870513	2.931812917	6.814841316	31.79628458	36.52096375	7.853144318	5.231707317	11.64770833	10.784114	5.273418	3.465415556
2060	2060-2090	HadGEM2-ES365	RCP_8.5	620.4933824	12.5889284	603.52045	0.578306011	6.275512308	2.849039583	5.803181053	14.33523736	22.83025958	6.044377727	5.074490488	8.88321125	6.697544	5.185714286	3.736111111
2061	2060-2090	HadGEM2-ES365	RCP_8.5	536.2102941	13.09989243	610.5165	0.411693989	6.315242821	2.856977083	5.937711316	17.14012542	27.1036375	7.238915341	5.22218439	10.90952958	8.493059	5.361401143	3.75
2062	2060-2090	HadGEM2-ES365	RCP_8.5	593.7130252	12.44676695	617.60526	0.7	6.299942308	2.853478333	5.917904737	15.55049556	25.09773	6.750287159	5.194336341	10.00160583	7.581235	5.290617714	3.75
2063	2060-2090	HadGEM2-ES365	RCP_8.5	783.5746849	13.13312119	624.76367	0.42704918	6.332973846	2.864004167	5.953092105	22.51064014	31.88480375	7.787185568	5.226431707	11.655845	10.028081	5.382143143	3.75
2064	2060-2090	HadGEM2-ES365	RCP_8.5	759.2406513	12.78706835	631.99471	0.05	6.346873333	2.870071667	5.955323158	30.34399819	35.48588042	7.839822386	5.226558049	11.68152208	10.624421	5.334349714	3.474646296
2065	2060-2090	HadGEM2-ES365	RCP_8.5	725.1352416	13.04252627	639.29052	0.193224044	6.275512308	2.849039583	5.803181053	14.33523736	22.83025958	6.044377727	5.074490488	8.88321125	6.697544	5.185714286	3.736111111
2066	2060-2090	HadGEM2-ES365	RCP_8.5	620.5293067	13.19960029	646.65274	0.7	6.299942308	2.853478333	5.917904737	15.55049556	25.09773	6.750287159	5.194336341	10.00160583	7.581235	5.290617714	3.75
2067	2060-2090	HadGEM2-ES365	RCP_8.5	1079.801681	13.46538019	654.09843	0.469945355	6.299942308	2.853478333	5.917904737	15.55049556	25.09773	6.750287159	5.194336341	10.00160583	7.581235	5.290617714	3.75
2068	2060-2090	HadGEM2-ES365	RCP_8.5	620.4310924	13.17060864	661.64491	0.502240437	6.332973846	2.864004167	5.953092105	22.51064014	31.88480375	7.787185568	5.226431707	11.655845	10.028081	5.382143143	3.75
2069	2060-2090	HadGEM2-ES365	RCP_8.5	953.093855	13.23872842	669.30474	0.640054645	6.275512308	2.849039583	5.803181053	14.33523736	22.83025958	6.044377727	5.074490488	8.88321125	6.697544	5.185714286	3.736111111
2070	2060-2090	HadGEM2-ES365	RCP_8.5	750.4119748	13.33105649	677.07762	0.699945355	5.726612051	2.821606667	5.481470263	13.33610667	19.29476708	3.006228295	3.813680244	4.342562917	3.272901	4.321428571	2.638888889
2071	2060-2090	HadGEM2-ES365	RCP_8.5	661.5182773	13.75190791	684.95429	0.537868852	6.629776923	2.859375	5.687483684	25.46805181	32.84443708	7.789426705	5.229940732	11.68295292	10.3371	5.284454857	3.75
2072	2060-2090	HadGEM2-ES365	RCP_8.5	807.2553571	13.17224225	692.90196	0.699344262	6.637289231	2.862875	5.687695526	28.50355069	34.78009708	7.8387125	5.22999122	11.69474083	10.817358	5.294064857	3.743773704
2073	2060-2090	HadGEM2-ES365	RCP_8.5	683.4367122	13.22191968	700.89416	0.364699454	6.59164359	2.848894167	5.687810526	18.43199667	27.18496292	6.766602841	5.22283878	9.79425875	7.84903	5.217444571	3.75
2074	2060-2090	HadGEM2-ES365	RCP_8.5	737.9859244	13.72060133	708.93159	0.670437158	6.59164359	2.848894167	5.687810526	18.43199667	27.18496292	6.766602841	5.22283878	9.79425875	7.84903	5.217444571	3.75
2075	2060-2090	HadGEM2-ES365	RCP_8.5	938.4516282	13.71432039	717.01548	0.323278689	6.62055641	2.855870417	5.6868	22.46138639	30.76546875	7.642222159	5.229890488	11.4683425	9.631706	5.271699429	3.75
2076	2060-2090	HadGEM2-ES365	RCP_8.5	551.7951681	13.34245804	725.13597	0.527486339	6.59164359	2.848894167	5.687810526	18.43199667	27.18496292	6.766602841	5.22283878	9.79425875	7.84903	5.217444571	3.75
2077	2060-2090	HadGEM2-ES365	RCP_8.5	732.4696429	13.65169336	733.30667	0.69863388	6.367475897	2.835145417	5.594921842	14.11211556	22.77064583	3.586290341	4.414989024	5.364775417	4.815988	4.4	3.319444444
2078	2060-2090	HadGEM2-ES365	RCP_8.5	608.602416	13.06029095	741.52368	0.7	6.535564615	2.841997917	5.654889737	15.86034181	24.57864583	5.229752727	5.088834878	7.56880125	6.172946	4.761428571	3.708333333
2079	2060-2090	HadGEM2-ES365	RCP_8.5	733.7503676	13.51276019	749.80466	0.203278689	6.59164359	2.848894167	5.687810526	18.43199667	27.18496292	6.766602841	5.22283878	9.79425875	7.84903	5.217444571	3.75
2080	2060-2090	HadGEM2-ES365	RCP_8.5	424.9790441	13.93516666	758.1823	0.699125683	5.888255897	2.796100833	5.535787368	18.46614903	26.19752125	5.773047159	5.122687073	8.437665	6.343857	5.374285714	3.75
2081	2060-2090	HadGEM2-ES365	RCP_8.5	601.1843487	15.0976196	766.64451	0.05	5.888255897	2.796100833	5.535787368	18.46614903	26.19752125	5.773047159	5.122687073	8.437665	6.343857	5.374285714	3.75
2082	2060-2090	HadGEM2-ES365	RCP_8.5	542.4359769	14.72042443	775.17446	0.416502732	5.905134872	2.799809167	5.533912105	19.85320972	27.89101208	6.526071591	5.210626585	9.648783333	7.1369	5.390168571	3.75
2083	2060-2090	HadGEM2-ES365	RCP_8.5	699.2406513	14.76478862	783.75141	0.05	5.905134872	2.799809167	5.533912105	19.85320972	27.89101208	6.526071591	5.210626585	9.648783333	7.1369	5.390168571	3.75
2084	2060-2090	HadGEM2-ES365	RCP_8.5	628.4423319	14.71347658	792.36578	0.05	5.888255897	2.796100833	5.535787368	18.46614903	26.19752125	5.773047159	5.122687073	8.437665	6.343857	5.374285714	3.75
2085	2060-2090	HadGEM2-ES365	RCP_8.5	501.1609244	14.65342008	801.0188	0.532677596	5.936156923	2.811052083	5.534293947	26.05917903	32.22947917	7.674858182	5.223711951	11.48137542	9.466413	5.363439429	3.75
2086	2060-2090	HadGEM2-ES365	RCP_8.5	597.7138655	14.72061448	809.71464	0.374972678	5.936156923	2.811052083	5.534293947	26.05917903	32.22947917	7.674858182	5.223711951	11.48137542	9.466413	5.363439429	3.75
2087	2060-2090	HadGEM2-ES365	RCP_8.5	584.538813	14.53290129	818.42214	0.05	5.818947949	2.788758333	5.496116053	16.23246417	23.45786	3.902173864	4.648003171	5.831815833	5.023755	4.73	3.625
2088	2060-2090	HadGEM2-ES365	RCP_8.5	578.7110819	14.15475757	827.15719	0.05	4.860690256	2.750989583	5.061306842	14.03875319	17.15742708	2.60714	3.544028537	3.760695417	2.859661	4.148571429	2.513518148
2089	2060-2090	HadGEM2-ES365	RCP_8.5	657.9316176	14.27221489	835.95594	0.420218579	5.888255897	2.796100833	5.535787368	18.46614903	26.19752125	5.773047159	5.122687073	8.437665	6.343857	5.374285714	3.75
